size,bedrooms,bathrooms,age,garage,neighborhood,school_rating,price
4374,2,2,83,3,South,8,1339869
1237,3,3,94,1,South,10,435521
4922,1,1,71,1,North,1,1417661
3884,5,2,89,1,West,9,1302401
4347,2,3,64,3,East,4,1391599
3470,3,3,71,2,East,10,1157937
3580,1,3,65,0,North,9,1088384
4560,3,2,16,3,North,1,1577757
4935,3,2,90,0,East,7,1517705
2724,2,1,96,0,Central,9,751100
1904,4,1,26,0,East,6,747859
2167,5,1,67,0,North,10,788547
4991,2,3,73,1,North,7,1543285
2080,3,3,68,2,North,3,757182
4805,2,3,99,3,West,9,1471039
3608,3,2,27,3,North,5,1272953
4673,1,1,88,1,South,5,1324584
3559,2,3,39,1,South,2,1188347
2439,4,1,45,0,North,10,875760
2552,4,2,50,0,East,1,923053
1090,2,2,52,1,East,8,395827
4799,1,3,66,1,South,5,1450518
3927,4,2,29,2,West,9,1397606
4108,3,1,73,0,South,9,1270944
2209,5,2,5,2,West,6,989953
2616,5,3,67,1,Central,8,993301
4615,4,3,56,3,North,8,1595977
1709,4,3,85,1,South,2,635144
4805,2,1,80,3,Central,5,1436138
3694,1,1,99,0,East,8,998131
1221,1,2,46,2,North,4,412464
3246,2,2,20,2,Central,6,1117474
1872,2,2,27,1,West,5,677823
3514,3,2,22,1,South,9,1221132
1757,4,3,31,2,West,3,766059
3195,2,3,74,3,South,2,1025916
4287,2,1,28,2,North,2,1389324
2176,5,2,43,1,West,1,893844
2745,4,2,18,0,West,1,1040676
3384,5,3,97,0,South,9,1163197
4873,4,3,48,1,East,2,1669899
2985,5,3,31,1,Central,4,1178218
2289,1,3,93,3,South,9,667237
2212,2,3,6,0,East,2,838870
1285,4,3,69,2,North,3,557284
3763,4,1,7,1,East,10,1349219
3572,1,1,32,1,North,3,1099273
1957,5,3,47,2,South,7,858272
1754,5,3,75,1,East,2,724370
4210,3,1,62,3,North,10,1355789
4764,2,3,22,0,South,3,1578506
2304,4,2,3,3,North,6,966838
4784,2,1,3,0,West,10,1559164
2815,5,3,77,2,West,1,1054509
3892,3,3,11,2,East,2,1405437
3928,5,3,22,0,Central,8,1478193
3292,1,1,58,0,North,5,942405
4161,1,1,32,0,North,5,1269904
3248,1,2,70,1,West,2,954308
2431,3,1,18,0,East,4,878880
4184,4,2,2,2,South,2,1528700
4300,2,2,13,1,West,8,1441977
1376,3,1,90,0,East,2,403739
3013,4,1,42,1,Central,7,1056050
4387,5,3,12,0,West,2,1638374
4261,4,2,34,0,East,3,1478968
3173,3,3,41,1,West,6,1126967
2887,3,1,85,1,Central,4,895407
4455,5,1,66,1,South,4,1493152
1114,4,1,5,3,North,5,581610
2277,1,3,10,1,East,2,818663
2580,5,1,12,1,Central,10,1042706
2723,3,1,34,0,Central,2,935486
3087,2,3,79,3,North,4,994953
4339,5,1,80,2,South,7,1450385
2484,1,1,97,3,West,1,664786
4712,1,3,53,2,North,7,1469678
1419,3,1,33,3,South,2,579269
4976,1,1,27,0,East,1,1524321
3001,5,3,26,0,West,5,1191568
2121,1,3,95,0,Central,7,577285
3829,2,1,91,2,West,1,1107140
1985,1,3,40,2,South,2,678110
1902,1,3,14,1,North,8,691048
1377,4,1,44,2,East,5,584288
4095,1,1,22,3,Central,8,1293738
1184,5,2,84,1,South,2,504162
4872,2,3,29,0,West,8,1600863
2924,4,3,37,0,North,4,1094600
3240,2,3,65,3,North,7,1067596
1086,5,3,88,3,East,2,520328
1903,1,3,39,1,South,10,652873
3065,3,3,86,1,North,3,991678
1050,4,2,59,1,West,9,475353
1036,2,2,74,1,West,3,339084
1738,3,2,4,0,South,6,731272
2241,2,1,96,2,West,4,622587
2607,4,3,99,3,North,5,910515
3229,3,1,16,0,East,7,1110046
1631,4,1,30,0,West,1,652610
2442,1,1,33,0,West,10,744269
4527,4,2,15,1,West,7,1595159
3041,3,3,20,3,South,5,1138556
3883,3,3,8,0,East,3,1384002
1453,4,2,20,2,West,3,683637
1208,1,1,33,3,South,7,412377
3729,2,1,32,3,North,2,1205230
1331,3,1,21,1,Central,5,548323
1543,3,2,78,2,Central,3,539376
4893,2,2,51,0,North,3,1519533
1153,4,1,64,0,East,3,440982
1029,1,2,51,2,North,2,331543
3768,1,3,22,0,North,10,1236204
2881,5,1,99,2,South,5,960766
2328,5,1,12,0,North,8,954667
3621,4,3,31,3,South,1,1343552
4766,2,1,97,0,West,9,1358508
1402,4,2,25,1,South,5,630684
4389,3,2,25,2,North,9,1497604
4604,1,1,21,3,West,3,1445376
4338,4,1,90,3,East,5,1372385
2654,1,2,5,1,Central,3,907191
4215,3,2,38,1,South,10,1402829
3632,1,1,11,0,Central,10,1145617
4258,5,1,85,1,Central,8,1404079
1168,2,3,25,2,West,10,515822
1849,5,1,61,0,East,7,715858
2069,5,3,8,0,Central,3,942991
1622,1,2,29,3,East,3,563374
1069,2,2,47,0,South,5,384512
2819,3,2,81,0,Central,5,903356
3288,1,3,48,1,Central,8,1045527
3001,2,1,76,1,South,7,881627
1167,1,3,34,2,East,2,440981
1775,5,3,51,1,North,2,776766
4340,2,2,79,3,Central,1,1331138
2804,5,2,77,2,East,1,1026063
1510,3,2,54,1,North,3,572072
2678,3,3,26,2,North,9,1011627
2355,1,1,73,1,West,10,653913
3831,2,2,40,0,South,8,1232474
3219,1,1,21,1,South,10,1021215
4659,4,3,97,0,East,8,1496017
4490,3,3,90,2,East,6,1436801
4871,3,2,24,2,West,9,1644666
1748,2,3,69,2,West,9,588448
4518,5,1,60,0,East,10,1507859
1588,3,3,28,2,West,4,679419
1458,4,1,22,3,East,9,646332
1880,1,2,93,2,Central,8,500747
1585,3,2,52,0,North,10,583860
4464,1,3,86,2,Central,1,1324940
1177,2,1,6,0,North,6,479945
1187,5,3,28,2,South,1,658075
2578,3,1,87,0,West,1,784454
4058,5,1,22,1,West,8,1460276
2053,2,3,10,3,West,9,815781
4657,1,1,68,0,East,5,1334177
1411,4,1,92,1,South,3,482269
4062,5,2,69,2,Central,2,1413572
1878,2,1,4,0,North,5,679758
2636,2,2,67,0,West,6,822029
4476,3,2,57,1,South,8,1444542
2584,2,3,96,1,Central,8,790418
1662,4,2,85,2,East,10,606915
2832,4,1,21,3,Central,3,1068460
3567,4,3,46,0,North,7,1262470
4788,5,1,43,2,West,4,1643758
3383,2,1,94,1,North,9,970818
1469,4,1,18,3,South,7,663787
3358,1,3,15,0,Central,9,1121718
3550,5,1,50,1,South,1,1258362
3605,2,2,54,3,Central,7,1159304
3183,5,3,1,1,Central,7,1301576
2512,1,2,5,2,East,7,882088
1635,3,1,27,1,West,2,633737
3282,1,1,67,0,South,3,925749
2553,1,1,60,1,Central,10,738338
2562,2,3,78,0,South,8,812139
3336,2,1,0,3,West,2,1169884
2652,1,3,73,1,East,1,801856
2884,1,1,92,1,South,2,766371
4450,5,1,22,0,East,8,1568621
2690,2,3,22,1,East,7,969061
1750,3,3,4,0,South,4,759865
1295,1,2,73,0,East,3,349325
3393,1,1,80,2,South,7,964975
1189,2,2,35,1,South,8,464769
1077,4,2,24,2,West,10,545745
3412,4,2,78,3,South,9,1160155
4405,2,1,57,2,North,6,1350828
3907,3,2,56,3,Central,6,1307711
3095,2,2,70,0,North,5,950832
4079,3,1,10,1,North,4,1393836
1393,1,2,38,0,North,1,453392
4513,5,2,38,3,Central,5,1617476
1554,3,3,56,3,East,8,619820
4265,5,3,35,1,Central,8,1559188
3874,3,3,36,3,Central,2,1352666
3641,2,2,28,1,West,2,1199628
4040,5,2,44,3,West,3,1467162
2285,1,3,58,0,North,2,711388
2050,3,2,21,3,East,7,822193
2551,3,3,92,2,West,6,848011
3824,1,2,65,3,Central,2,1161992
2786,1,1,35,3,West,8,882985
4831,2,1,30,2,Central,1,1531201
4622,4,1,81,2,East,3,1483693
4393,3,1,78,2,East,8,1359576
4888,2,3,64,2,East,6,1541032
2082,2,1,19,0,South,7,710749
3801,5,1,97,3,South,6,1262805
2225,5,1,13,3,West,4,956457
2388,5,3,12,2,East,5,1046519
4993,3,3,21,2,North,5,1715267
3540,5,2,30,0,East,7,1302390
1050,3,2,79,1,South,8,369149
1619,3,3,67,3,South,4,627869
3383,1,3,44,3,North,6,1104052
4780,1,2,0,3,Central,7,1581741
3128,2,2,89,2,South,4,945731
4347,3,2,32,0,North,10,1445261
3704,3,2,90,2,Central,2,1169411
1712,1,1,72,0,South,6,440580
1101,2,2,8,0,North,4,478184
4970,4,1,98,1,East,7,1531197
3236,5,2,47,2,West,5,1208635
3955,2,1,22,2,North,4,1284143
3308,3,1,57,2,East,7,1085789
4762,5,2,19,2,North,6,1716377
3487,1,1,48,1,North,2,1035646
3015,2,1,50,3,Central,1,960962
2079,5,3,19,3,West,6,956526
2968,4,3,43,0,Central,6,1084972
1987,1,3,45,2,South,9,659079
3824,4,2,79,0,North,4,1253668
3861,1,2,88,3,South,10,1120036
1935,3,3,51,2,North,6,739187
4170,4,1,86,1,East,2,1321985
3102,1,3,49,1,Central,9,989855
1074,2,2,90,2,South,8,323821
4134,2,1,37,2,South,6,1320168
4250,3,1,5,0,North,10,1450023
3885,1,1,55,1,West,3,1153717
3849,1,2,85,2,South,10,1117401
4637,1,2,37,1,East,6,1447044
2599,5,2,7,1,East,3,1095200
1071,3,3,21,3,South,1,540841
1580,1,2,50,0,East,3,489469
2077,1,3,20,1,North,2,734018
2451,3,1,1,3,West,3,941308
3564,1,3,9,3,West,10,1222061
2195,2,2,72,3,East,6,698276
1208,1,2,94,1,North,4,292703
4340,5,3,80,1,West,6,1486745
3384,2,2,16,2,East,3,1169472
4901,3,1,52,1,North,5,1549064
2259,2,2,94,0,East,6,646526
4791,3,3,67,1,East,6,1555634
3394,1,3,62,0,South,10,1041213
3052,4,2,13,1,Central,8,1154593
1851,2,1,24,1,West,1,639617
1185,1,2,13,2,West,9,452906
3625,4,3,38,1,South,5,1317258
1496,5,3,3,0,South,6,781749
1514,3,2,90,0,South,7,492487
4977,2,3,10,3,Central,1,1686367
3463,4,2,79,2,Central,8,1159584
2992,1,1,7,3,East,4,997699
4641,3,2,17,1,North,2,1582721
4741,5,3,48,2,East,6,1688415
3764,4,2,26,3,East,2,1375299
1345,5,3,47,3,South,4,674781
1958,5,2,54,0,North,10,784941
2175,4,1,27,0,East,10,832925
4360,3,1,96,2,North,7,1314170
4975,2,2,7,2,South,3,1668109
4003,4,3,47,0,East,8,1391093
3226,4,3,71,3,North,2,1149984
2193,3,2,19,0,East,6,823693
1738,2,3,29,3,West,3,690253
3903,5,3,56,0,Central,3,1406695
1921,3,3,29,2,South,8,768339
3055,1,2,55,0,South,10,919608
3961,1,3,38,1,South,4,1260402
2375,4,3,48,1,East,5,922726
1953,4,1,76,3,South,3,699718
1365,2,3,21,0,East,3,555175
4910,5,3,99,2,Central,6,1642461
3768,1,2,32,3,North,9,1200097
2415,3,3,88,3,Central,9,813093
4891,1,1,33,1,South,2,1496844
1779,3,2,73,1,North,9,604054
4075,2,2,81,1,East,7,1234050
2664,2,2,61,1,North,5,848445
1138,3,1,39,3,Central,4,482190
2496,5,1,50,1,Central,2,933202
2889,1,1,30,3,South,6,918440
3829,2,3,27,1,East,5,1288165
1008,3,2,37,1,West,6,450450
4907,2,3,81,3,North,3,1522038
4075,3,2,67,3,North,7,1321831
3515,3,2,4,3,West,6,1284791
3492,5,2,98,2,Central,2,1185370
4951,3,2,21,0,North,10,1643910
4847,2,1,82,3,East,6,1457401
3314,5,1,3,3,North,9,1294770
4469,1,1,70,2,North,1,1295364
4831,3,1,8,0,Central,6,1614071
1456,3,1,38,0,South,1,550437
1379,3,1,20,2,South,3,582913
4624,4,3,89,0,West,7,1502409
1787,5,3,20,1,South,8,842852
2683,5,3,20,0,Central,9,1097961
2130,3,1,27,3,South,6,795756
1015,2,2,82,1,East,10,308446
1758,3,2,43,0,West,10,641761
4390,3,2,7,2,West,2,1539382
3328,3,2,65,0,North,4,1078978
2575,5,1,69,0,East,4,907762
3883,2,2,80,2,North,5,1191852
1104,4,2,44,2,Central,2,525907
2299,4,2,82,3,Central,9,810128
3096,4,1,34,3,South,5,1125320
1758,4,1,4,1,South,1,750985
2114,2,3,59,3,North,7,733840
3189,5,1,44,1,North,4,1160049
1850,1,1,22,3,West,8,614917
1353,3,3,6,2,West,9,645058
4861,5,2,59,1,South,2,1656859
1254,3,3,98,2,East,1,441165
4183,5,2,49,0,North,5,1475340
2293,5,3,63,2,West,5,915447
3983,1,2,98,2,South,2,1130862
4913,2,2,84,3,South,5,1491869
2450,4,1,58,3,South,2,888154
3833,4,2,8,0,West,3,1394479
2160,5,2,35,2,West,8,915702
4844,5,3,3,1,Central,6,1800941
1479,4,1,3,0,East,3,675352
1065,2,2,23,2,Central,5,443950
4756,3,3,45,0,Central,10,1573521
2203,2,2,82,2,Central,6,667239
4931,4,3,41,2,East,6,1710636
1503,3,1,18,3,Central,7,634467
1769,4,1,7,0,East,5,751481
1339,2,3,23,0,Central,6,548006
4637,3,3,36,0,Central,4,1561730
1545,4,1,42,2,East,9,633173
2426,5,3,98,2,East,6,894104
1574,3,2,40,0,Central,10,601197
4549,4,3,48,0,East,3,1553145
4969,3,1,8,0,South,8,1645974
3090,3,3,34,1,South,3,1104906
2736,4,2,86,0,North,10,914141
3234,1,2,74,1,South,3,943735
3608,2,1,77,0,South,3,1057912
3594,2,1,85,3,North,1,1071474
4042,2,1,24,0,South,9,1292344
2772,1,2,72,0,Central,9,803887
3448,2,3,36,2,South,7,1173041
2076,4,1,9,3,North,9,857784
1410,1,2,52,3,West,5,462400
2075,4,1,6,1,West,7,842068
1826,5,1,26,2,North,9,791523
3027,1,3,27,0,East,9,987649
4178,5,1,3,1,Central,9,1545769
3507,1,2,80,2,East,7,1014374
3756,4,1,94,3,Central,10,1205910
3601,3,2,12,0,North,10,1272052
1413,5,1,83,1,Central,6,556177
4743,5,2,69,1,Central,10,1611069
4737,3,3,89,0,Central,7,1481591
4134,4,3,28,3,East,10,1510036
2106,1,1,99,2,West,4,530137
1336,2,3,41,2,South,7,535721
1932,3,2,19,0,East,4,743099
2979,5,2,61,3,East,8,1104420
4709,1,1,29,3,North,3,1473079
4146,2,1,37,3,North,7,1328025
2360,3,3,72,3,Central,2,832607
4134,5,2,12,3,Central,2,1546957
3827,4,3,52,1,West,7,1338127
3524,5,3,91,3,East,8,1238966
4152,4,1,45,0,South,5,1395523
2542,4,1,11,0,South,5,962793
4046,2,3,15,3,West,2,1400830
4859,3,1,30,2,Central,8,1598790
4285,2,1,41,0,West,3,1337879
3303,2,1,15,3,North,4,1123678
3756,3,1,6,0,South,9,1292479
2484,2,2,42,3,East,10,853788
4324,3,2,54,3,North,9,1431270
1865,4,2,83,3,East,7,676433
1268,3,2,6,0,North,7,572740
3595,5,1,5,3,South,2,1370986
3079,4,2,69,0,North,3,1050409
2922,2,1,55,1,West,8,914203
4983,2,2,34,0,South,7,1577602
2105,1,3,3,1,South,9,770521
4257,3,2,34,3,Central,3,1452996
3945,3,3,2,1,North,6,1427943
3820,3,3,48,1,East,10,1292265
4730,5,3,27,0,Central,5,1696822
2085,4,2,59,0,Central,10,762866
3887,2,2,75,0,West,6,1178727
2051,1,2,29,1,West,4,681730
1641,1,2,59,2,East,9,512682
1350,1,1,35,3,Central,5,444925
4456,5,2,56,1,South,2,1547920
3098,3,2,65,0,West,5,1012851
4443,2,3,73,2,Central,7,1405964
1200,2,1,72,3,East,8,375661
2579,4,1,4,1,South,5,1011185
1079,2,1,52,1,North,8,354364
1879,4,1,13,0,West,4,777073
4653,5,1,97,0,West,2,1483010
1720,4,2,80,1,South,6,628127
2732,5,3,59,2,South,5,1062902
4435,2,2,82,0,West,7,1327935
3133,4,3,40,0,Central,1,1141807
3077,1,2,35,3,East,2,988973
4383,3,2,63,3,Central,1,1419712
1187,3,2,56,1,North,8,461862
1870,2,3,43,2,East,7,693879
1949,4,1,7,3,South,3,825571
1415,3,3,12,2,East,5,667986
2422,5,1,11,2,East,10,1005030
1828,5,3,30,2,East,8,844370
2889,3,2,73,3,East,2,956387
1627,4,1,25,2,North,6,696267
3558,3,2,19,3,East,2,1271674
4962,1,2,68,3,East,2,1488885
2331,4,2,36,1,West,6,905834
1203,4,2,46,3,West,4,558470
1013,5,1,25,1,North,10,540604
4931,3,2,27,3,Central,4,1664069
1250,5,1,84,3,Central,4,512691
4257,3,2,29,1,North,10,1442408
4928,5,2,25,0,South,6,1744416
1134,2,1,95,2,East,10,305160
3949,5,1,81,1,West,10,1311255
4322,2,3,37,1,East,3,1421783
2994,1,1,96,3,Central,6,813529
2056,5,2,74,1,North,8,786133
2454,5,3,85,0,East,3,898295
2233,2,1,87,1,South,6,630444
2467,1,2,53,3,East,6,782691
3952,1,1,35,1,West,10,1205486
3618,4,3,23,1,South,9,1331981
1318,5,2,60,2,Central,6,615392
3602,1,2,20,0,North,6,1155355
1576,2,3,18,1,West,5,638132
1695,5,1,92,3,North,8,626351
2346,4,3,47,1,Central,4,907959
1238,5,1,80,1,Central,10,505263
4045,4,3,31,0,West,8,1447484
4473,1,1,9,3,North,4,1431349
2768,2,1,74,2,North,8,840451
1599,4,3,89,2,Central,6,621490
2390,4,2,23,0,West,8,923430
1061,1,2,7,3,South,4,435613
2665,1,2,60,1,Central,6,798149
4967,1,3,69,1,West,5,1500685
4211,3,3,56,1,Central,8,1400261
4011,3,2,98,2,Central,9,1232243
4661,3,1,26,3,East,10,1548567
1879,3,2,89,3,South,4,630482
2203,5,1,24,2,West,1,907917
2734,2,2,74,3,West,5,869458
4075,4,2,9,0,Central,7,1473291
1110,4,3,83,2,West,6,470022
2519,4,3,41,2,North,5,987629
2944,5,1,17,3,West,1,1155812
3724,4,1,28,3,Central,1,1321493
4669,5,1,64,0,East,4,1559630
4276,1,3,66,2,West,2,1313960
1471,1,2,45,3,Central,7,496504
4683,2,3,7,3,South,4,1613179
3097,2,1,92,0,North,8,883836
4603,5,2,34,3,East,2,1650301
2346,3,1,21,0,North,5,836222
2931,4,1,17,0,Central,6,1082091
1339,1,3,80,3,North,4,412992
3906,5,3,58,2,East,5,1412765
1077,5,1,90,0,South,9,426244
3968,1,3,84,2,South,2,1174515
1772,4,1,66,2,North,1,656192
2138,2,1,48,0,East,8,680977
2498,2,3,11,0,North,4,915150
2143,3,3,36,2,South,6,835169
4975,5,3,67,0,West,3,1706838
3478,4,3,35,0,West,2,1271601
3154,4,3,45,1,South,2,1164840
4308,2,1,81,3,South,3,1296816
2645,3,2,80,3,West,3,882759
4839,4,3,14,2,North,5,1743502
4923,1,2,29,1,East,9,1533688
3996,3,2,43,1,North,4,1331298
1153,2,3,93,1,East,2,354707
1515,2,3,34,0,Central,4,580866
3416,1,3,92,2,Central,5,998968
4893,3,2,4,0,Central,3,1675036
1143,4,3,29,1,West,4,584889
1915,5,3,27,1,North,9,864419
4989,4,3,36,0,West,5,1712758
1932,1,1,68,3,West,5,558441
3831,3,1,5,3,East,6,1350790
4388,3,3,35,1,West,10,1487702
3192,5,3,90,0,North,9,1122697
2134,3,1,85,3,East,4,675668
1690,2,1,83,1,South,8,484776
4608,2,2,32,2,South,4,1507989
2400,1,2,54,2,Central,10,744653
4886,5,1,2,0,West,5,1750913
1962,2,2,15,1,Central,10,738513
1677,5,2,95,2,West,5,652678
2898,1,3,16,0,East,9,968025
3499,3,1,36,3,South,7,1181151
3922,2,1,91,2,West,7,1143292
2480,4,1,50,3,West,5,904310
1674,3,3,4,2,West,7,762939
1491,2,1,26,1,Central,10,542417
4452,1,1,32,0,West,3,1349056
3974,1,3,29,0,Central,9,1268670
3116,2,3,0,0,East,4,1119658
4511,1,2,50,3,North,3,1394515
3032,5,2,76,3,North,9,1105068
2150,5,1,64,3,South,5,817761
4104,5,3,53,3,South,4,1496263
2919,1,1,6,0,North,8,935755
2928,1,1,9,3,East,3,961040
4859,3,3,77,2,South,2,1568852
2795,3,1,36,2,North,10,969563
3650,4,2,19,3,West,8,1344928
3243,5,3,15,3,South,9,1319216
4176,4,3,86,1,East,8,1375231
1175,1,2,66,2,South,10,355902
3444,3,3,86,0,North,4,1099373
4719,3,1,49,0,East,2,1490558
4309,1,2,94,2,Central,10,1225532
4980,3,3,97,0,North,5,1540924
1557,3,2,10,3,South,3,682550
1899,2,3,15,2,South,9,740892
4405,2,1,46,0,West,7,1362475
1416,4,2,67,3,North,3,575350
4611,2,3,23,1,South,5,1534795
4371,2,1,14,3,North,10,1433503
1331,1,1,69,0,East,7,343682
4061,2,1,45,2,East,1,1275070
3258,3,1,62,3,South,10,1066127
4494,4,1,4,0,East,10,1563877
1683,4,2,35,1,West,10,703151
2537,5,2,95,0,West,7,881705
1271,1,1,92,3,Central,2,307734
1589,4,1,26,3,North,9,685508
3232,4,2,85,2,East,5,1082671
2203,1,1,66,3,North,3,629338
1474,4,1,61,1,South,9,565524
4467,4,2,36,3,Central,10,1565010
2774,1,3,26,3,South,9,953363
3639,5,3,62,3,North,5,1338363
1495,3,3,12,0,East,4,657765
1872,5,1,93,1,South,1,669006
2025,3,1,6,1,East,10,794650
4760,1,1,30,1,West,10,1450584
2370,5,3,58,2,West,5,950692
3873,4,3,34,0,East,2,1390812
3450,2,2,51,3,South,1,1124050
3114,5,3,47,0,West,10,1184670
1250,5,1,45,2,North,3,584949
4673,2,1,91,3,South,2,1381230
3129,1,2,11,2,North,7,1050387
3264,1,3,74,1,North,6,978055
2489,5,2,90,3,West,9,898459
3420,3,3,2,3,South,5,1282553
1539,1,3,50,1,Central,1,504694
4992,5,1,88,3,South,5,1627810
2084,5,2,79,1,East,9,793472
2837,3,2,21,2,West,7,1044506
3858,2,1,91,0,Central,3,1099799
1618,4,2,18,2,South,2,732345
1735,3,1,92,0,East,8,513919
2224,2,1,31,0,Central,7,737195
2172,1,3,11,2,West,1,795698
2364,2,1,12,1,West,8,834094
1803,3,3,75,0,South,4,623070
3155,4,3,80,0,North,3,1069038
4196,4,2,11,2,North,3,1522330
3485,1,3,21,3,East,10,1172078
3235,4,1,2,2,West,4,1222796
3407,1,1,67,0,West,9,964100
4416,4,3,37,0,North,9,1534451
2534,2,3,64,2,Central,5,833672
4947,2,1,56,2,East,9,1528485
4964,3,1,29,0,East,8,1604053
3147,5,2,7,3,South,8,1273319
3394,1,2,38,3,West,3,1090405
3424,5,1,70,0,West,8,1164798
3102,1,1,97,2,East,7,834073
4559,1,2,2,3,South,10,1496911
2223,4,1,94,2,Central,6,726383
4796,1,1,41,1,West,2,1440022
2520,5,1,57,3,South,2,950952
3886,2,3,47,3,South,8,1291536
1930,5,3,69,2,Central,5,801356
4764,4,3,33,1,West,9,1659399
2631,1,3,2,2,Central,3,946975
3068,2,3,71,0,Central,6,973145
4258,1,1,80,0,Central,3,1202377
3640,3,2,10,1,North,3,1299297
2139,4,1,42,1,East,5,791460
3112,4,3,66,0,East,7,1101383
3615,3,1,26,2,West,2,1226768
2709,1,2,27,2,Central,8,891989
3732,4,2,55,0,South,7,1274078
2164,3,3,32,3,Central,2,853770
2743,3,3,4,3,North,10,1083770
1416,3,1,53,1,East,1,518325
4381,5,1,40,0,North,2,1520849
2722,4,3,10,0,North,5,1079701
1716,2,1,48,3,East,8,579481
2893,4,2,25,1,North,9,1085893
1448,2,2,27,3,East,7,563691
4383,2,1,0,2,Central,3,1464834
1374,3,3,32,2,East,6,616347
1105,4,1,84,0,North,5,384841
1876,1,2,72,0,North,7,529119
1313,5,2,16,2,North,1,686394
4380,3,1,99,3,South,5,1320763
3236,2,2,10,1,South,3,1113531
2141,1,2,33,1,South,4,699382
3498,1,1,12,2,Central,1,1130555
2196,3,2,87,0,North,1,689605
3531,5,1,7,3,West,5,1354724
2310,2,1,6,0,North,8,804687
3592,4,3,97,1,North,7,1185503
3450,5,1,67,0,East,7,1186795
4302,3,3,54,0,North,7,1422610
2591,5,1,69,3,East,8,950546
3244,2,2,92,2,East,1,960752
4964,4,3,52,2,South,4,1703688
3540,3,3,53,0,East,6,1194164
4829,5,2,91,1,West,6,1589479
1037,1,2,93,1,East,7,242395
1575,5,1,4,3,North,2,780480
2518,1,3,75,1,West,9,761505
4830,1,3,34,2,South,1,1543375
3786,3,1,23,0,North,1,1272038
4935,1,2,23,3,East,8,1583643
3071,1,2,49,2,West,5,961708
4289,3,2,34,1,Central,8,1447700
4597,2,3,40,1,North,4,1494448
2258,2,3,18,3,West,5,868099
3927,4,1,92,3,Central,7,1250810
4329,1,2,15,2,Central,8,1402228
2825,5,2,62,1,Central,4,1044769
3197,4,3,65,2,West,5,1148819
3853,1,2,77,3,West,1,1142216
4666,4,3,41,0,North,3,1604170
2015,1,1,99,2,South,10,502836
2260,5,3,27,1,North,9,979739
1641,2,3,65,2,East,10,572611
3951,2,2,54,1,Central,9,1246490
1228,4,2,16,0,Central,9,593984
1862,1,1,87,2,West,10,485990
3217,5,2,74,2,West,2,1155539
2367,5,2,52,1,West,1,928601
1486,3,3,33,3,North,4,657751
1605,1,2,9,1,West,7,591596
2940,3,2,18,2,Central,9,1070059
1550,2,2,11,0,Central,10,596828
4283,1,3,11,3,East,1,1438510
4747,4,3,1,0,East,3,1722017
1933,1,2,65,1,East,7,568239
2907,4,3,89,1,Central,9,1003787
4034,2,1,8,1,North,5,1329007
2403,3,1,86,2,West,9,750484
1267,2,3,35,1,Central,1,512205
2687,1,1,88,2,West,3,729110
1892,3,2,80,3,West,3,638923
1132,4,1,55,2,South,2,469807
1050,5,1,86,3,South,5,454495
4689,5,1,0,1,West,2,1689031
2083,2,2,89,0,East,3,607553
4393,2,2,8,1,East,1,1463418
3873,2,3,3,2,Central,7,1373470
4844,2,3,64,2,South,8,1540617
1238,3,2,94,3,East,9,426000
3223,4,2,88,0,West,8,1049168
2522,5,2,19,0,West,6,1020248
3939,1,2,11,1,Central,3,1273822
3451,4,1,31,1,Central,2,1222380
1051,3,3,16,0,South,1,529191
1257,2,1,56,3,East,7,423088
1782,2,1,40,0,West,1,594585
1806,3,2,37,3,East,4,714778
1810,2,1,18,0,East,6,643060
3147,2,3,70,3,South,10,1025038
3420,5,1,15,2,North,2,1289568
2958,5,3,8,3,North,3,1234059
1068,4,1,84,3,South,4,405620
2957,1,2,59,1,Central,8,886410
1306,1,3,24,0,South,6,492812
1898,5,2,38,2,West,10,826949
1190,1,3,9,3,South,6,509894
3204,1,3,95,2,West,5,939654
2177,4,2,59,2,East,6,810163
1101,1,2,89,3,South,8,296497
4416,4,2,25,0,South,1,1529470
3742,2,3,58,1,Central,10,1198834
2549,5,1,56,3,South,9,956982
3047,5,2,57,0,North,4,1110127
3327,2,1,34,3,West,6,1093021
3206,1,3,27,1,East,6,1063695
3338,5,2,46,2,North,5,1242824
1051,2,2,0,0,East,1,472743
3956,2,1,46,3,East,9,1246287
2972,3,3,84,3,Central,7,990878
2447,4,2,86,0,North,7,813347
1315,3,1,58,2,West,2,470943
3283,4,2,27,1,Central,3,1208628
2204,2,3,46,3,West,10,779973
3824,3,1,69,1,South,8,1191989
1416,2,3,18,2,West,1,604803
2997,3,3,82,2,East,2,991833
4485,2,1,18,1,Central,9,1458835
4312,3,1,70,3,South,4,1353696
3658,5,3,59,2,West,5,1335864
1359,4,2,31,2,East,1,627310
1166,5,2,58,0,North,2,544017
1698,5,3,16,3,South,8,840666
1797,3,1,94,1,North,1,534573
1475,2,2,30,1,South,9,547718
4162,5,3,32,3,West,3,1552878
4863,1,2,40,2,South,1,1507155
2841,3,3,58,1,East,3,989750
2570,4,2,76,2,West,4,905280
4029,5,3,20,1,North,8,1524418
2473,4,1,25,3,West,6,947391
1083,5,2,78,3,East,2,514548
2701,2,2,84,1,West,1,802349
4742,4,1,81,2,East,3,1511094
2222,2,3,77,1,West,10,722488
4547,5,3,71,3,Central,1,1601170
1795,3,2,77,0,West,9,585704
1217,4,3,79,1,East,8,515876
